Date,Shop,Product_Category,Qty,Amount,Sales Price,No.,Year,Month,Year-Month,DayOfWeek,Quarter
2022-07-12,904.5 Meru WS,Pants & Bottoms,7.0,56034.49,9159.485,4,2022,7,2022-07,Tuesday,3
2022-07-12,904.5 Meru WS,Shirts & Tops,3.0,18534.48,6178.16,3,2022,7,2022-07,Tuesday,3
2022-07-12,905 - Eldoret,Dresses & Skirts,1.0,14224.14,14224.14,1,2022,7,2022-07,Tuesday,3
2022-07-12,905 - Eldoret,Home Textiles,1.0,7758.62,7758.62,1,2022,7,2022-07,Tuesday,3
2022-07-12,905 - Eldoret,Kids Wear,1.0,8534.48,8534.48,1,2022,7,2022-07,Tuesday,3
2022-07-12,905 - Eldoret,Miscellaneous,1.0,7327.59,7327.59,1,2022,7,2022-07,Tuesday,3
2022-07-12,905 - Eldoret,Outerwear,7.0,36206.9,5172.41,1,2022,7,2022-07,Tuesday,3
2022-07-12,905 - Eldoret,Shirts & Tops,3.0,15517.23,5172.41,3,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Bags & Accessories,1.0,6465.52,6465.52,1,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Bath & Linens,1.0,15948.28,15948.28,1,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Bulk Items,2.0,12500.0,6250.0,2,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Home Textiles,1.0,7327.59,7327.59,1,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Kids Wear,4.0,29655.17,7413.7925,4,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Miscellaneous,5.0,28448.28,5689.656,5,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Mixed Clothing,4.0,19827.58,5172.413333333334,3,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Outerwear,3.0,19224.14,6408.046666666666,3,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Pants & Bottoms,4.0,30215.51,7553.8775,4,2022,7,2022-07,Tuesday,3
2022-07-12,907-Kisumu WS,Shirts & Tops,5.0,37155.17,7431.034,5,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Bags & Accessories,1.0,6465.52,6465.52,1,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Dresses & Skirts,1.0,6465.52,6465.52,1,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Kids Wear,5.0,37758.61,7551.722,5,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Miscellaneous,4.0,23275.86,5890.803333333333,3,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Mixed Clothing,1.0,4741.38,4741.38,1,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Outerwear,2.0,14655.17,7327.585,2,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Pants & Bottoms,3.0,24137.93,8045.9766666666665,3,2022,7,2022-07,Tuesday,3
2022-07-12,913 -Kakamega WS,Shirts & Tops,2.0,10344.82,5172.41,2,2022,7,2022-07,Tuesday,3
2022-07-13,901 - Gikomba,Footwear,5.0,21551.72,4310.34,1,2022,7,2022-07,Wednesday,3
2022-07-13,901 - Gikomba,Home Textiles,1.0,7586.21,7586.21,1,2022,7,2022-07,Wednesday,3
2022-07-13,901 - Gikomba,Miscellaneous,1.0,7327.59,7327.59,1,2022,7,2022-07,Wednesday,3
2022-07-13,901 - Gikomba,Pants & Bottoms,3.0,24784.479999999996,8261.493333333332,3,2022,7,2022-07,Wednesday,3
2022-07-13,901 - Gikomba,Shirts & Tops,3.0,27155.17,9051.723333333333,3,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Bath & Linens,4.0,47586.21,11896.55,1,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Bulk Items,11.0,14224.130000000001,2442.5266666666666,3,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Footwear,1.0,4310.34,4310.34,1,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Home Textiles,4.0,46767.24,11691.81,4,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Kids Wear,18.0,159655.16999999998,10775.862857142858,7,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Miscellaneous,6.0,38793.1,6465.52,2,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Mixed Clothing,2.0,8620.69,4310.35,1,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Outerwear,4.0,29310.35,7327.59,2,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Pants & Bottoms,10.0,76293.1,7650.86,4,2022,7,2022-07,Wednesday,3
2022-07-13,904.5 Meru WS,Shirts & Tops,6.0,37500.0,6250.0,4,2022,7,2022-07,Wednesday,3
2022-07-13,905 - Eldoret,Footwear,4.0,17241.370000000003,4310.34,2,2022,7,2022-07,Wednesday,3
2022-07-13,905 - Eldoret,Kids Wear,1.0,8534.48,8534.48,1,2022,7,2022-07,Wednesday,3
2022-07-13,905 - Eldoret,Miscellaneous,1.0,7327.59,7327.59,1,2022,7,2022-07,Wednesday,3
2022-07-13,905 - Eldoret,Outerwear,3.0,16379.310000000001,5818.965,2,2022,7,2022-07,Wednesday,3
2022-07-13,905 - Eldoret,Pants & Bottoms,2.0,11896.55,5948.28,1,2022,7,2022-07,Wednesday,3
2022-07-13,905 - Eldoret,Shirts & Tops,1.0,5603.45,5603.45,1,2022,7,2022-07,Wednesday,3
2022-07-13,905 - Eldoret,Work Wear,1.0,12500.0,12500.0,1,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Dresses & Skirts,1.0,14224.14,14224.14,1,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Footwear,1.0,4310.34,4310.34,1,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Kids Wear,1.0,10775.86,10775.86,1,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Miscellaneous,1.0,5603.45,5603.45,1,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Mixed Clothing,2.0,8620.69,4310.35,1,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Outerwear,2.0,15172.41,7586.21,1,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Pants & Bottoms,2.0,16034.48,8017.24,2,2022,7,2022-07,Wednesday,3
2022-07-13,907-Kisumu WS,Shirts & Tops,1.0,5603.45,5603.45,1,2022,7,2022-07,Wednesday,3
2022-07-13,913 -Kakamega WS,Kids Wear,3.0,21982.76,7327.59,1,2022,7,2022-07,Wednesday,3
2022-07-13,913 -Kakamega WS,Miscellaneous,1.0,7327.59,7327.59,1,2022,7,2022-07,Wednesday,3
2022-07-13,913 -Kakamega WS,Outerwear,3.0,22500.0,7456.9,2,2022,7,2022-07,Wednesday,3
2022-07-13,913 -Kakamega WS,Pants & Bottoms,2.0,13793.1,6896.55,1,2022,7,2022-07,Wednesday,3
2022-07-13,913 -Kakamega WS,Shirts & Tops,4.0,34568.96,8060.344999999999,2,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Bags & Accessories,3.0,27681.03,9227.01,3,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Bulk Items,11.0,10344.83,969.825,2,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Home Textiles,4.0,25862.07,6465.52,1,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Kids Wear,1.0,6961.21,6961.21,1,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Outerwear,10.0,66293.11,6939.655000000001,2,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Pants & Bottoms,4.0,29679.31,7737.933333333334,3,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Shirts & Tops,6.0,39827.59,6781.613333333334,3,2022,7,2022-07,Wednesday,3
2022-07-13,99 Warehouse,Work Wear,1.0,11875.0,11875.0,1,2022,7,2022-07,Wednesday,3
2022-07-14,901 - Gikomba,Bags & Accessories,4.0,38879.31,9712.643333333333,3,2022,7,2022-07,Thursday,3
2022-07-14,901 - Gikomba,Bath & Linens,8.0,108706.9,13620.69,3,2022,7,2022-07,Thursday,3
2022-07-14,901 - Gikomba,Home Textiles,1.0,9913.79,9913.79,1,2022,7,2022-07,Thursday,3
2022-07-14,901 - Gikomba,Kids Wear,8.0,61379.31,7672.415000000001,2,2022,7,2022-07,Thursday,3
2022-07-14,901 - Gikomba,Outerwear,34.0,257931.03,7586.21,1,2022,7,2022-07,Thursday,3
2022-07-14,901 - Gikomba,Pants & Bottoms,14.0,115431.03000000001,7913.7919999999995,5,2022,7,2022-07,Thursday,3
2022-07-14,901 - Gikomba,Shirts & Tops,89.0,733965.51,8979.886666666667,6,2022,7,2022-07,Thursday,3
2022-07-14,901 - Gikomba,Sports Wear,1.0,7758.62,7758.62,1,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Bags & Accessories,2.0,19482.76,9741.38,1,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Bath & Linens,2.0,28793.11,14396.555,2,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Dresses & Skirts,3.0,24482.760000000002,8160.920000000001,3,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Footwear,2.0,8620.68,4310.34,2,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Kids Wear,9.0,81034.48,9758.622,5,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Miscellaneous,3.0,15948.279999999999,5387.9349999999995,2,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Mixed Clothing,2.0,13362.06,6681.03,2,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Outerwear,18.0,133706.88999999998,7780.172500000001,4,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Pants & Bottoms,8.0,59827.58,7482.758,5,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Shirts & Tops,15.0,129741.39,9334.977142857142,7,2022,7,2022-07,Thursday,3
2022-07-14,904 - Kericho,Work Wear,1.0,12500.0,12500.0,1,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Bags & Accessories,7.0,67844.81999999999,9339.08,3,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Bath & Linens,2.0,27413.79,13706.9,1,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Bulk Items,5.0,4310.34,862.07,1,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Dresses & Skirts,2.0,14137.93,7068.965,2,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Footwear,3.0,12931.03,4310.34,1,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Home Textiles,2.0,22844.829999999998,11422.414999999999,2,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Kids Wear,12.0,100732.76000000001,8732.76,5,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Miscellaneous,10.0,75862.07,7586.21,1,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Mixed Clothing,5.0,37068.97,6896.555,2,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Outerwear,47.0,346163.79,7784.4839999999995,5,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Pants & Bottoms,26.0,209698.28,8552.955714285714,7,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Shirts & Tops,31.0,267327.58,9019.3975,8,2022,7,2022-07,Thursday,3
2022-07-14,904.5 Meru WS,Work Wear,2.0,24137.93,12068.97,1,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Bags & Accessories,11.0,99051.72,8975.096666666666,9,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Bath & Linens,3.0,36310.35,12504.314999999999,2,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Dresses & Skirts,1.0,7327.59,7327.59,1,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Home Textiles,7.0,85258.62,13017.243333333334,3,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Kids Wear,31.0,293620.69,10696.286153846155,13,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Miscellaneous,1.0,7327.59,7327.59,1,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Outerwear,37.0,272241.37,7429.469090909091,11,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Pants & Bottoms,10.0,85991.37,8583.744285714285,7,2022,7,2022-07,Thursday,3
2022-07-14,905 - Eldoret,Shirts & Tops,33.0,291465.52,9318.183636363636,11,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Bags & Accessories,12.0,118189.65,9482.76,5,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Bath & Linens,6.0,83620.69,14396.555,2,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Bulk Items,14.0,12068.97,862.07,1,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Dresses & Skirts,1.0,6810.34,6810.34,1,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Home Textiles,6.0,72456.9,10355.605,4,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Kids Wear,13.0,138362.06,10000.0,5,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Miscellaneous,2.0,14655.17,7327.59,1,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Mixed Clothing,7.0,31896.54,4741.3775000000005,4,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Outerwear,17.0,125517.23999999999,7780.172500000001,4,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Pants & Bottoms,15.0,130517.24,8809.2675,8,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Shirts & Tops,24.0,210172.42,9425.288333333332,6,2022,7,2022-07,Thursday,3
2022-07-14,907-Kisumu WS,Work Wear,5.0,62500.0,12500.0,1,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Bags & Accessories,6.0,61034.479999999996,9913.7925,4,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Bath & Linens,2.0,28448.28,14224.14,2,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Bulk Items,16.0,16551.72,1034.48,1,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Dresses & Skirts,2.0,14655.17,7327.59,1,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Footwear,1.0,4741.38,4741.38,1,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Kids Wear,13.0,123534.49,10301.7275,4,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Outerwear,20.0,145689.65,7219.83,4,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Pants & Bottoms,11.0,91724.14,8649.426666666666,6,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Shirts & Tops,11.0,97327.59,9844.828,5,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Underwear & Basics,1.0,7758.62,7758.62,1,2022,7,2022-07,Thursday,3
2022-07-14,913 -Kakamega WS,Work Wear,1.0,12500.0,12500.0,1,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Bags & Accessories,20.0,223064.68,11832.206428571428,14,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Bath & Linens,26.0,299512.91000000003,11578.345882352942,17,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Bulk Items,12.0,14482.76,1163.79,2,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Dresses & Skirts,34.0,246482.75,7387.253684210526,19,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Footwear,20.0,86206.9,4310.35,1,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Home Textiles,79.0,889413.74,11188.184878048782,41,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Kids Wear,207.0,1886530.23,10142.555636363635,55,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Leather Goods,21.0,137586.21,6551.72,1,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Miscellaneous,130.0,849030.18,6453.760909090909,11,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Mixed Clothing,17.0,154913.78,9185.344000000001,10,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Outerwear,116.0,756362.0700000001,6718.751666666667,24,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Pants & Bottoms,186.0,1448392.33,7977.3401010101015,99,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Shirts & Tops,301.0,2465504.34,8171.346283185841,113,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Sports Wear,4.0,30301.72,7575.43,2,2022,7,2022-07,Thursday,3
2022-07-14,99 Warehouse,Work Wear,7.0,83125.0,11875.0,7,2022,7,2022-07,Thursday,3
2022-07-15,901 - Gikomba,Bags & Accessories,5.0,60172.409999999996,12370.69,2,2022,7,2022-07,Friday,3
2022-07-15,901 - Gikomba,Mixed Clothing,3.0,28448.28,9482.76,1,2022,7,2022-07,Friday,3
2022-07-15,901 - Gikomba,Outerwear,35.0,239655.16,6939.655000000001,4,2022,7,2022-07,Friday,3
2022-07-15,901 - Gikomba,Pants & Bottoms,18.0,128362.06,7655.1720000000005,5,2022,7,2022-07,Friday,3
2022-07-15,901 - Gikomba,Shirts & Tops,53.0,418534.49,7241.3820000000005,5,2022,7,2022-07,Friday,3
2022-07-15,901 - Gikomba,Sports Wear,1.0,7758.62,7758.62,1,2022,7,2022-07,Friday,3
2022-07-15,904 - Kericho,Footwear,1.0,4310.34,4310.34,1,2022,7,2022-07,Friday,3
2022-07-15,904 - Kericho,Kids Wear,15.0,132586.21,9775.862,5,2022,7,2022-07,Friday,3
2022-07-15,904 - Kericho,Miscellaneous,3.0,18103.45,6250.0,2,2022,7,2022-07,Friday,3
2022-07-15,904 - Kericho,Mixed Clothing,1.0,4310.34,4310.34,1,2022,7,2022-07,Friday,3
2022-07-15,904 - Kericho,Outerwear,3.0,19568.97,6522.990000000001,3,2022,7,2022-07,Friday,3
2022-07-15,904 - Kericho,Pants & Bottoms,9.0,71551.73,7528.733333333334,3,2022,7,2022-07,Friday,3
2022-07-15,905 - Eldoret,Footwear,1.0,4310.34,4310.34,1,2022,7,2022-07,Friday,3
2022-07-15,905 - Eldoret,Kids Wear,9.0,69137.93,7586.206666666666,3,2022,7,2022-07,Friday,3
2022-07-15,905 - Eldoret,Miscellaneous,2.0,11206.9,5603.45,1,2022,7,2022-07,Friday,3
2022-07-15,905 - Eldoret,Mixed Clothing,2.0,8620.69,4310.35,1,2022,7,2022-07,Friday,3
2022-07-15,905 - Eldoret,Outerwear,22.0,151896.56,6724.139999999999,5,2022,7,2022-07,Friday,3
2022-07-15,905 - Eldoret,Pants & Bottoms,2.0,15517.240000000002,7758.620000000001,2,2022,7,2022-07,Friday,3
2022-07-15,905 - Eldoret,Shirts & Tops,4.0,34482.759999999995,8620.689999999999,4,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Dresses & Skirts,2.0,17844.83,8922.415,2,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Footwear,1.0,4310.34,4310.34,1,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Home Textiles,1.0,8103.45,8103.45,1,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Kids Wear,16.0,119655.17000000001,8383.622500000001,4,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Miscellaneous,2.0,12931.04,6465.52,2,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Mixed Clothing,3.0,14655.17,5172.415,2,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Outerwear,9.0,63103.45,6758.622,5,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Pants & Bottoms,3.0,22844.82,7974.135,2,2022,7,2022-07,Friday,3
2022-07-15,907-Kisumu WS,Shirts & Tops,5.0,47413.79,9590.5175,4,2022,7,2022-07,Friday,3
2022-07-15,913 -Kakamega WS,Dresses & Skirts,1.0,14655.17,14655.17,1,2022,7,2022-07,Friday,3
2022-07-15,913 -Kakamega WS,Home Textiles,1.0,8103.45,8103.45,1,2022,7,2022-07,Friday,3
2022-07-15,913 -Kakamega WS,Kids Wear,8.0,71379.3,8879.31,6,2022,7,2022-07,Friday,3
2022-07-15,913 -Kakamega WS,Miscellaneous,2.0,13362.07,6681.035,2,2022,7,2022-07,Friday,3
2022-07-15,913 -Kakamega WS,Outerwear,4.0,29051.730000000003,7241.383333333334,3,2022,7,2022-07,Friday,3
2022-07-15,913 -Kakamega WS,Pants & Bottoms,6.0,43879.310000000005,7787.356666666667,3,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Bags & Accessories,5.0,56156.91,11231.382000000001,5,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Bath & Linens,1.0,11206.9,11206.9,1,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Dresses & Skirts,22.0,159741.37,7904.0975,8,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Footwear,20.0,112068.97,5603.45,1,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Home Textiles,19.0,212474.14,12419.399,10,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Kids Wear,30.0,285103.45,10271.983,10,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Outerwear,39.0,260405.15,6725.2175,8,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Pants & Bottoms,37.0,285193.99,8186.525789473683,19,2022,7,2022-07,Friday,3
2022-07-15,99 Warehouse,Shirts & Tops,75.0,634857.78,8508.415238095238,21,2022,7,2022-07,Friday,3
2022-07-16,901 - Gikomba,Home Textiles,1.0,6465.52,6465.52,1,2022,7,2022-07,Saturday,3
2022-07-16,901 - Gikomba,Miscellaneous,1.0,7327.59,7327.59,1,2022,7,2022-07,Saturday,3
2022-07-16,901 - Gikomba,Outerwear,1.0,7586.21,7586.21,1,2022,7,2022-07,Saturday,3
2022-07-16,904 - Kericho,Footwear,1.0,4310.34,4310.34,1,2022,7,2022-07,Saturday,3
2022-07-16,904 - Kericho,Kids Wear,1.0,7327.59,7327.59,1,2022,7,2022-07,Saturday,3
2022-07-16,904 - Kericho,Miscellaneous,3.0,21982.76,7327.59,1,2022,7,2022-07,Saturday,3
2022-07-16,904 - Kericho,Outerwear,3.0,19741.38,6336.21,2,2022,7,2022-07,Saturday,3
2022-07-16,904 - Kericho,Shirts & Tops,4.0,34568.96,8060.344999999999,2,2022,7,2022-07,Saturday,3
2022-07-16,904.5 Meru WS,Shirts & Tops,5.0,30000.0,5862.07,2,2022,7,2022-07,Saturday,3
2022-07-16,905 - Eldoret,Kids Wear,1.0,8534.48,8534.48,1,2022,7,2022-07,Saturday,3
2022-07-16,905 - Eldoret,Mixed Clothing,1.0,4310.34,4310.34,1,2022,7,2022-07,Saturday,3
2022-07-16,905 - Eldoret,Outerwear,7.0,50000.0,7112.07,2,2022,7,2022-07,Saturday,3
2022-07-16,905 - Eldoret,Pants & Bottoms,1.0,6896.55,6896.55,1,2022,7,2022-07,Saturday,3
2022-07-16,905 - Eldoret,Shirts & Tops,1.0,5603.45,5603.45,1,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Dresses & Skirts,1.0,6465.52,6465.52,1,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Home Textiles,1.0,7758.62,7758.62,1,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Kids Wear,5.0,34913.8,7040.2300000000005,3,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Miscellaneous,1.0,5603.45,5603.45,1,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Mixed Clothing,2.0,14224.13,7112.065,2,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Outerwear,4.0,28706.9,7176.725,4,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Pants & Bottoms,1.0,8793.1,8793.1,1,2022,7,2022-07,Saturday,3
2022-07-16,907-Kisumu WS,Shirts & Tops,2.0,16810.34,8405.17,2,2022,7,2022-07,Saturday,3
2022-07-16,913 -Kakamega WS,Dresses & Skirts,2.0,14137.93,7068.965,2,2022,7,2022-07,Saturday,3
2022-07-16,913 -Kakamega WS,Kids Wear,12.0,91551.73,7931.035,2,2022,7,2022-07,Saturday,3
2022-07-16,913 -Kakamega WS,Miscellaneous,3.0,21982.76,7327.59,1,2022,7,2022-07,Saturday,3
2022-07-16,913 -Kakamega WS,Mixed Clothing,1.0,5172.41,5172.41,1,2022,7,2022-07,Saturday,3
2022-07-16,913 -Kakamega WS,Outerwear,1.0,7068.97,7068.97,1,2022,7,2022-07,Saturday,3
2022-07-16,913 -Kakamega WS,Pants & Bottoms,2.0,17887.93,8943.965,2,2022,7,2022-07,Saturday,3
2022-07-18,901 - Gikomba,Kids Wear,4.0,54568.96000000001,11939.654999999999,2,2022,7,2022-07,Monday,3
2022-07-18,901 - Gikomba,Mixed Clothing,2.0,18965.52,9482.76,1,2022,7,2022-07,Monday,3
2022-07-18,901 - Gikomba,Outerwear,2.0,14482.76,7241.38,2,2022,7,2022-07,Monday,3
2022-07-18,901 - Gikomba,Pants & Bottoms,4.0,34827.59,8706.900000000001,2,2022,7,2022-07,Monday,3
2022-07-18,901 - Gikomba,Shirts & Tops,1.0,6896.55,6896.55,1,2022,7,2022-07,Monday,3
2022-07-18,904 - Kericho,Footwear,5.0,21551.72,4310.34,1,2022,7,2022-07,Monday,3
2022-07-18,904 - Kericho,Mixed Clothing,1.0,4310.34,4310.34,1,2022,7,2022-07,Monday,3
2022-07-18,904 - Kericho,Outerwear,1.0,7068.97,7068.97,1,2022,7,2022-07,Monday,3
2022-07-18,904 - Kericho,Pants & Bottoms,2.0,12500.0,6250.0,2,2022,7,2022-07,Monday,3
2022-07-18,904 - Kericho,Shirts & Tops,16.0,98275.86,6982.76,2,2022,7,2022-07,Monday,3
2022-07-18,904.5 Meru WS,Footwear,2.0,8620.69,4310.35,1,2022,7,2022-07,Monday,3
2022-07-18,904.5 Meru WS,Home Textiles,4.0,34913.79,10991.380000000001,2,2022,7,2022-07,Monday,3
2022-07-18,904.5 Meru WS,Kids Wear,2.0,17068.97,8534.49,1,2022,7,2022-07,Monday,3
2022-07-18,904.5 Meru WS,Miscellaneous,6.0,37068.96,6465.52,2,2022,7,2022-07,Monday,3
2022-07-18,904.5 Meru WS,Outerwear,4.0,28275.86,6810.345,2,2022,7,2022-07,Monday,3
2022-07-18,904.5 Meru WS,Pants & Bottoms,2.0,11637.93,5818.965,2,2022,7,2022-07,Monday,3
2022-07-18,904.5 Meru WS,Shirts & Tops,2.0,10775.86,5387.93,1,2022,7,2022-07,Monday,3
2022-07-18,905 - Eldoret,Bath & Linens,1.0,13706.9,13706.9,1,2022,7,2022-07,Monday,3
2022-07-18,905 - Eldoret,Footwear,2.0,9482.76,4741.38,1,2022,7,2022-07,Monday,3
