Date,Shop,Product_Category,Qty,Amount,Sales Price,No.,Year,Month,Year-Month,DayOfWeek,Quarter
2022-01-02,901 - Gikomba,Bath & Linens,2.0,27413.79,13706.9,1,2022,1,2022-01,Sunday,1
2022-01-02,901 - Gikomba,Footwear,1.0,4741.38,4741.38,1,2022,1,2022-01,Sunday,1
2022-01-02,901 - Gikomba,Home Textiles,2.0,13793.1,6896.55,1,2022,1,2022-01,Sunday,1
2022-01-02,901 - Gikomba,Miscellaneous,1.0,6034.48,6034.48,1,2022,1,2022-01,Sunday,1
2022-01-02,901 - Gikomba,Outerwear,12.0,84482.76000000001,6982.76,2,2022,1,2022-01,Sunday,1
2022-01-02,901 - Gikomba,Shirts & Tops,1.0,14051.72,14051.72,1,2022,1,2022-01,Sunday,1
2022-01-02,904 - Kericho,Kids Wear,2.0,14655.17,7327.59,1,2022,1,2022-01,Sunday,1
2022-01-02,904 - Kericho,Miscellaneous,5.0,30172.41,6034.48,1,2022,1,2022-01,Sunday,1
2022-01-02,904 - Kericho,Mixed Clothing,1.0,6034.48,6034.48,1,2022,1,2022-01,Sunday,1
2022-01-02,904 - Kericho,Outerwear,3.0,21982.76,7327.59,1,2022,1,2022-01,Sunday,1
2022-01-02,904 - Kericho,Pants & Bottoms,9.0,68318.97,7920.259999999999,4,2022,1,2022-01,Sunday,1
2022-01-02,904 - Kericho,Shirts & Tops,1.0,10775.86,10775.86,1,2022,1,2022-01,Sunday,1
2022-01-02,904.5 Meru WS,Pants & Bottoms,5.0,41724.130000000005,8221.982499999998,4,2022,1,2022-01,Sunday,1
2022-01-02,904.5 Meru WS,Shirts & Tops,4.0,31034.48,6896.55,2,2022,1,2022-01,Sunday,1
2022-01-02,905 - Eldoret,Bags & Accessories,1.0,12500.0,12500.0,1,2022,1,2022-01,Sunday,1
2022-01-02,905 - Eldoret,Footwear,1.0,4310.34,4310.34,1,2022,1,2022-01,Sunday,1
2022-01-02,905 - Eldoret,Kids Wear,4.0,30517.239999999998,7729.886666666666,3,2022,1,2022-01,Sunday,1
2022-01-02,905 - Eldoret,Miscellaneous,11.0,72844.83,6350.573333333334,3,2022,1,2022-01,Sunday,1
2022-01-02,905 - Eldoret,Outerwear,3.0,21551.73,7183.91,3,2022,1,2022-01,Sunday,1
2022-01-02,905 - Eldoret,Shirts & Tops,1.0,5172.41,5172.41,1,2022,1,2022-01,Sunday,1
2022-01-02,905 - Eldoret,Work Wear,1.0,11637.93,11637.93,1,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Footwear,1.0,4741.38,4741.38,1,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Home Textiles,1.0,18103.45,18103.45,1,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Kids Wear,2.0,21551.72,10775.86,1,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Miscellaneous,10.0,70000.0,6724.135,2,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Mixed Clothing,2.0,10344.83,5172.42,1,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Outerwear,1.0,6465.52,6465.52,1,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Pants & Bottoms,2.0,15344.830000000002,7672.415000000001,2,2022,1,2022-01,Sunday,1
2022-01-02,907-Kisumu WS,Shirts & Tops,1.0,5172.41,5172.41,1,2022,1,2022-01,Sunday,1
2022-01-02,913 -Kakamega WS,Bath & Linens,1.0,13706.9,13706.9,1,2022,1,2022-01,Sunday,1
2022-01-02,913 -Kakamega WS,Kids Wear,2.0,15862.07,7931.035,2,2022,1,2022-01,Sunday,1
2022-01-02,913 -Kakamega WS,Miscellaneous,5.0,30172.42,6034.486666666667,3,2022,1,2022-01,Sunday,1
2022-01-02,913 -Kakamega WS,Mixed Clothing,1.0,5172.41,5172.41,1,2022,1,2022-01,Sunday,1
2022-01-02,913 -Kakamega WS,Outerwear,4.0,28879.31,7183.91,3,2022,1,2022-01,Sunday,1
2022-01-02,913 -Kakamega WS,Pants & Bottoms,3.0,21681.04,7227.013333333333,3,2022,1,2022-01,Sunday,1
2022-01-02,99 Warehouse,Bulk Items,8.0,4827.59,603.45,1,2022,1,2022-01,Sunday,1
2022-01-03,901 - Gikomba,Kids Wear,10.0,87500.0,9689.655999999999,5,2022,1,2022-01,Monday,1
2022-01-03,901 - Gikomba,Miscellaneous,1.0,5603.45,5603.45,1,2022,1,2022-01,Monday,1
2022-01-03,901 - Gikomba,Shirts & Tops,3.0,14655.17,4956.895,2,2022,1,2022-01,Monday,1
2022-01-03,904 - Kericho,Bulk Items,1.0,862.07,862.07,1,2022,1,2022-01,Monday,1
2022-01-03,904 - Kericho,Kids Wear,2.0,19310.34,9655.17,2,2022,1,2022-01,Monday,1
2022-01-03,904 - Kericho,Miscellaneous,2.0,14827.58,7413.79,2,2022,1,2022-01,Monday,1
2022-01-03,904 - Kericho,Outerwear,3.0,21551.73,7183.91,3,2022,1,2022-01,Monday,1
2022-01-03,904 - Kericho,Pants & Bottoms,2.0,25000.0,12500.0,1,2022,1,2022-01,Monday,1
2022-01-03,904 - Kericho,Shirts & Tops,1.0,4310.34,4310.34,1,2022,1,2022-01,Monday,1
2022-01-03,904.5 Meru WS,Kids Wear,2.0,14655.17,7327.59,1,2022,1,2022-01,Monday,1
2022-01-03,904.5 Meru WS,Pants & Bottoms,3.0,25086.2,7974.135,2,2022,1,2022-01,Monday,1
2022-01-03,905 - Eldoret,Footwear,1.0,4310.34,4310.34,1,2022,1,2022-01,Monday,1
2022-01-03,905 - Eldoret,Home Textiles,2.0,16206.9,8103.45,1,2022,1,2022-01,Monday,1
2022-01-03,905 - Eldoret,Kids Wear,2.0,20689.66,10344.83,1,2022,1,2022-01,Monday,1
2022-01-03,905 - Eldoret,Outerwear,1.0,7327.59,7327.59,1,2022,1,2022-01,Monday,1
2022-01-03,905 - Eldoret,Shirts & Tops,1.0,4741.38,4741.38,1,2022,1,2022-01,Monday,1
2022-01-03,907-Kisumu WS,Dresses & Skirts,1.0,10775.86,10775.86,1,2022,1,2022-01,Monday,1
2022-01-03,907-Kisumu WS,Footwear,1.0,4310.34,4310.34,1,2022,1,2022-01,Monday,1
2022-01-03,907-Kisumu WS,Miscellaneous,2.0,9482.75,4741.375,2,2022,1,2022-01,Monday,1
2022-01-03,907-Kisumu WS,Outerwear,1.0,7327.59,7327.59,1,2022,1,2022-01,Monday,1
2022-01-03,907-Kisumu WS,Pants & Bottoms,1.0,6465.52,6465.52,1,2022,1,2022-01,Monday,1
2022-01-03,907-Kisumu WS,Shirts & Tops,5.0,38620.69,7724.138000000001,5,2022,1,2022-01,Monday,1
2022-01-03,913 -Kakamega WS,Bath & Linens,2.0,27413.79,13706.9,1,2022,1,2022-01,Monday,1
2022-01-03,913 -Kakamega WS,Dresses & Skirts,2.0,14655.17,7327.59,1,2022,1,2022-01,Monday,1
2022-01-03,913 -Kakamega WS,Footwear,2.0,8620.69,4310.35,1,2022,1,2022-01,Monday,1
2022-01-03,913 -Kakamega WS,Home Textiles,1.0,9698.28,9698.28,1,2022,1,2022-01,Monday,1
2022-01-03,913 -Kakamega WS,Miscellaneous,2.0,13017.24,6508.62,2,2022,1,2022-01,Monday,1
2022-01-03,913 -Kakamega WS,Mixed Clothing,1.0,5172.41,5172.41,1,2022,1,2022-01,Monday,1
2022-01-03,913 -Kakamega WS,Shirts & Tops,10.0,49396.55,5402.3,3,2022,1,2022-01,Monday,1
2022-01-03,99 Warehouse,Bulk Items,2.0,1724.14,862.07,1,2022,1,2022-01,Monday,1
2022-01-04,901 - Gikomba,Bath & Linens,1.0,13706.9,13706.9,1,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Dresses & Skirts,4.0,28448.27,7112.07,2,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Footwear,1.0,4741.38,4741.38,1,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Home Textiles,3.0,27112.07,8706.900000000001,2,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Kids Wear,13.0,136034.47999999998,10589.08,6,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Leather Goods,3.0,20172.41,6724.14,1,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Miscellaneous,1.0,5603.45,5603.45,1,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Mixed Clothing,5.0,45258.62,9051.72,1,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Outerwear,70.0,354137.92,6099.1375,4,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Pants & Bottoms,31.0,269784.49,8816.313846153846,13,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Shirts & Tops,76.0,610258.61,8596.058571428572,7,2022,1,2022-01,Tuesday,1
2022-01-04,901 - Gikomba,Sports Wear,2.0,15000.0,7500.0,1,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Bulk Items,1.0,8189.66,8189.66,1,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Dresses & Skirts,3.0,21982.760000000002,7327.59,2,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Home Textiles,5.0,39224.14,7801.7266666666665,3,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Kids Wear,24.0,210000.0,9521.074444444444,9,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Miscellaneous,3.0,17241.379999999997,5603.45,2,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Mixed Clothing,1.0,6034.48,6034.48,1,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Outerwear,18.0,123879.32,7025.8625,4,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Pants & Bottoms,12.0,101681.03,8706.896666666667,6,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Shirts & Tops,27.0,213706.9,6959.2472727272725,11,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Sports Wear,2.0,15000.0,7500.0,2,2022,1,2022-01,Tuesday,1
2022-01-04,904 - Kericho,Underwear & Basics,1.0,7327.59,7327.59,1,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Bags & Accessories,1.0,7758.62,7758.62,1,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Bath & Linens,4.0,49396.549999999996,12500.0,3,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Bulk Items,1.0,8189.66,8189.66,1,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Dresses & Skirts,4.0,27931.04,6982.76,4,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Home Textiles,3.0,19655.18,6810.35,2,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Kids Wear,21.0,192198.29,10368.776666666667,9,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Miscellaneous,6.0,34482.75,5603.445,4,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Mixed Clothing,6.0,48275.86,6896.55,2,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Outerwear,25.0,181551.73,7308.429999999999,9,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Pants & Bottoms,38.0,302715.53,8329.742,20,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Shirts & Tops,39.0,324310.33,8396.551333333333,15,2022,1,2022-01,Tuesday,1
2022-01-04,904.5 Meru WS,Sports Wear,2.0,15000.0,7500.0,2,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Bags & Accessories,3.0,31465.52,9482.76,2,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Bulk Items,1.0,8189.66,8189.66,1,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Dresses & Skirts,6.0,48189.65,8344.828,5,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Home Textiles,5.0,54051.73,9633.6225,4,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Kids Wear,22.0,207844.84,9304.6,15,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Miscellaneous,15.0,87500.01000000001,6034.485,8,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Mixed Clothing,1.0,5172.41,5172.41,1,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Outerwear,19.0,134431.03,7053.64,9,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Pants & Bottoms,25.0,193534.47,7854.406666666667,18,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Shirts & Tops,29.0,237758.61,8318.965833333334,12,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Sports Wear,2.0,15000.0,7500.0,1,2022,1,2022-01,Tuesday,1
2022-01-04,905 - Eldoret,Underwear & Basics,3.0,21982.760000000002,7327.59,2,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Bath & Linens,1.0,11896.55,11896.55,1,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Bulk Items,14.0,19396.559999999998,4525.865,2,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Dresses & Skirts,3.0,22327.59,7442.53,3,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Home Textiles,6.0,62543.11,9405.174,5,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Kids Wear,34.0,299224.15,8667.714545454546,11,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Miscellaneous,10.0,58189.66,6034.485,4,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Outerwear,13.0,92586.21,7142.858571428572,7,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Pants & Bottoms,24.0,183362.07,8265.086666666666,12,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Shirts & Tops,26.0,231724.15,8244.514545454545,11,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Sports Wear,2.0,15000.0,7500.0,2,2022,1,2022-01,Tuesday,1
2022-01-04,907-Kisumu WS,Underwear & Basics,1.0,7327.59,7327.59,1,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Bulk Items,16.0,17241.379999999997,4396.555,2,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Dresses & Skirts,2.0,14137.93,7068.965,2,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Home Textiles,1.0,17241.38,17241.38,1,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Kids Wear,24.0,213189.66,10325.672222222223,9,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Miscellaneous,3.0,20689.65,6681.035,2,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Outerwear,5.0,32586.21,6517.242,5,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Pants & Bottoms,11.0,92629.32,8345.90625,8,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Shirts & Tops,20.0,117672.4,6142.24,8,2022,1,2022-01,Tuesday,1
2022-01-04,913 -Kakamega WS,Sports Wear,2.0,15000.0,7500.0,1,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Bags & Accessories,24.0,215323.25,9431.272777777778,18,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Bath & Linens,25.0,305806.02,12094.11,18,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Bulk Items,1.0,603.45,603.45,1,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Dresses & Skirts,12.0,89051.74,7519.399,10,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Footwear,25.0,116379.31,4885.06,3,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Home Textiles,33.0,267903.46,8095.6055,20,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Kids Wear,119.0,1041521.56,9528.924210526317,38,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Leather Goods,13.0,83043.1,6387.93,1,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Miscellaneous,121.0,801271.5700000001,6502.951052631579,19,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Mixed Clothing,39.0,327176.73,7780.173124999999,16,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Outerwear,69.0,438560.37,6662.482173913043,23,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Pants & Bottoms,161.0,1264593.97,8241.738152173913,92,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Shirts & Tops,208.0,1700469.93,8858.041739130435,92,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Sports Wear,3.0,22030.17,7343.389999999999,3,2022,1,2022-01,Tuesday,1
2022-01-04,99 Warehouse,Work Wear,7.0,80258.64,11465.52,7,2022,1,2022-01,Tuesday,1
2022-01-06,901 - Gikomba,Outerwear,2.0,13793.1,6896.55,1,2022,1,2022-01,Thursday,1
2022-01-06,901 - Gikomba,Pants & Bottoms,2.0,15086.21,7543.105,2,2022,1,2022-01,Thursday,1
2022-01-06,904 - Kericho,Kids Wear,2.0,17068.97,8534.49,1,2022,1,2022-01,Thursday,1
2022-01-06,904 - Kericho,Miscellaneous,2.0,12931.04,6465.52,2,2022,1,2022-01,Thursday,1
2022-01-06,904 - Kericho,Mixed Clothing,1.0,9051.72,9051.72,1,2022,1,2022-01,Thursday,1
2022-01-06,904.5 Meru WS,Kids Wear,1.0,7327.59,7327.59,1,2022,1,2022-01,Thursday,1
2022-01-06,904.5 Meru WS,Miscellaneous,1.0,5603.45,5603.45,1,2022,1,2022-01,Thursday,1
2022-01-06,904.5 Meru WS,Mixed Clothing,1.0,6896.55,6896.55,1,2022,1,2022-01,Thursday,1
2022-01-06,904.5 Meru WS,Outerwear,4.0,27413.800000000003,6853.450000000001,4,2022,1,2022-01,Thursday,1
2022-01-06,904.5 Meru WS,Pants & Bottoms,2.0,18534.48,9267.24,2,2022,1,2022-01,Thursday,1
2022-01-06,904.5 Meru WS,Shirts & Tops,1.0,5172.41,5172.41,1,2022,1,2022-01,Thursday,1
2022-01-06,905 - Eldoret,Kids Wear,1.0,7327.59,7327.59,1,2022,1,2022-01,Thursday,1
2022-01-06,905 - Eldoret,Miscellaneous,1.0,7327.59,7327.59,1,2022,1,2022-01,Thursday,1
2022-01-06,905 - Eldoret,Mixed Clothing,1.0,6896.55,6896.55,1,2022,1,2022-01,Thursday,1
2022-01-06,907-Kisumu WS,Dresses & Skirts,2.0,13793.1,6896.55,1,2022,1,2022-01,Thursday,1
2022-01-06,907-Kisumu WS,Kids Wear,4.0,28448.27,7112.07,2,2022,1,2022-01,Thursday,1
2022-01-06,907-Kisumu WS,Miscellaneous,6.0,35775.86,6142.2425,4,2022,1,2022-01,Thursday,1
2022-01-06,907-Kisumu WS,Outerwear,3.0,21120.690000000002,7040.2300000000005,3,2022,1,2022-01,Thursday,1
2022-01-06,913 -Kakamega WS,Dresses & Skirts,1.0,13793.1,13793.1,1,2022,1,2022-01,Thursday,1
2022-01-06,913 -Kakamega WS,Footwear,1.0,4741.38,4741.38,1,2022,1,2022-01,Thursday,1
2022-01-06,913 -Kakamega WS,Miscellaneous,4.0,26293.1,6321.84,3,2022,1,2022-01,Thursday,1
2022-01-06,913 -Kakamega WS,Outerwear,3.0,20689.65,6896.55,3,2022,1,2022-01,Thursday,1
2022-01-06,913 -Kakamega WS,Pants & Bottoms,1.0,8620.69,8620.69,1,2022,1,2022-01,Thursday,1
2022-01-07,901 - Gikomba,Dresses & Skirts,3.0,21982.760000000002,7327.59,2,2022,1,2022-01,Friday,1
2022-01-07,901 - Gikomba,Home Textiles,1.0,6465.52,6465.52,1,2022,1,2022-01,Friday,1
2022-01-07,901 - Gikomba,Kids Wear,29.0,241810.33,9051.725,14,2022,1,2022-01,Friday,1
2022-01-07,901 - Gikomba,Leather Goods,2.0,13793.1,6896.55,1,2022,1,2022-01,Friday,1
2022-01-07,901 - Gikomba,Mixed Clothing,4.0,37931.03,9482.76,1,2022,1,2022-01,Friday,1
2022-01-07,901 - Gikomba,Outerwear,23.0,147413.79,6982.756666666667,3,2022,1,2022-01,Friday,1
2022-01-07,901 - Gikomba,Pants & Bottoms,16.0,118706.89,7699.3525,8,2022,1,2022-01,Friday,1
2022-01-07,901 - Gikomba,Shirts & Tops,48.0,359482.76,8224.14,10,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Bags & Accessories,1.0,6465.52,6465.52,1,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Bulk Items,15.0,16034.490000000002,1163.795,2,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Dresses & Skirts,4.0,31810.35,7952.5875,4,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Home Textiles,5.0,49568.97,9913.794,5,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Kids Wear,29.0,242758.63,8879.312666666667,15,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Miscellaneous,8.0,47413.8,5890.805,6,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Mixed Clothing,1.0,9482.76,9482.76,1,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Outerwear,14.0,98706.9,6993.535,8,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Pants & Bottoms,15.0,116422.39,7967.505384615385,13,2022,1,2022-01,Friday,1
2022-01-07,904 - Kericho,Shirts & Tops,18.0,149137.91999999998,8793.104166666666,12,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Bags & Accessories,1.0,11810.34,11810.34,1,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Bath & Linens,3.0,37500.0,12801.724999999999,2,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Bulk Items,10.0,10344.83,1034.48,1,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Dresses & Skirts,2.0,14655.18,7327.59,2,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Footwear,1.0,4310.34,4310.34,1,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Home Textiles,5.0,38189.67,7637.933999999999,5,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Kids Wear,22.0,197758.64,10383.144444444444,9,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Miscellaneous,9.0,52586.2,5818.965,2,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Mixed Clothing,7.0,45172.4,5560.342500000001,4,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Outerwear,24.0,172758.63,7155.174000000001,10,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Pants & Bottoms,34.0,263017.25,8353.450666666666,15,2022,1,2022-01,Friday,1
2022-01-07,904.5 Meru WS,Shirts & Tops,23.0,189224.11,8940.885714285714,14,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Bags & Accessories,1.0,15517.24,15517.24,1,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Bulk Items,20.0,20689.66,1034.48,1,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Dresses & Skirts,4.0,29310.35,7327.59,3,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Home Textiles,5.0,58275.87,10043.105,4,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Kids Wear,41.0,318620.69,9396.553,10,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Miscellaneous,16.0,97844.83,5948.276666666666,3,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Mixed Clothing,3.0,12931.02,4310.34,3,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Outerwear,13.0,87500.0,6761.085714285714,7,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Pants & Bottoms,24.0,173879.31000000003,8216.59625,8,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Shirts & Tops,23.0,191465.52,9508.622,10,2022,1,2022-01,Friday,1
2022-01-07,905 - Eldoret,Sports Wear,1.0,7758.62,7758.62,1,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Bags & Accessories,1.0,11810.34,11810.34,1,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Bath & Linens,2.0,25603.449999999997,12801.724999999999,2,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Bulk Items,19.0,16379.31,862.07,1,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Dresses & Skirts,7.0,63706.91,9100.987142857144,7,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Footwear,1.0,4310.34,4310.34,1,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Home Textiles,7.0,74094.83,10161.64,4,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Kids Wear,40.0,325948.27,9130.748333333333,12,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Miscellaneous,26.0,146120.7,5541.874285714285,7,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Mixed Clothing,2.0,8620.68,4310.34,2,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Outerwear,9.0,65431.04,7112.071666666667,6,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Pants & Bottoms,27.0,194913.8,7681.035000000001,10,2022,1,2022-01,Friday,1
2022-01-07,907-Kisumu WS,Shirts & Tops,16.0,136206.9,8840.996666666666,9,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Bags & Accessories,8.0,51034.479999999996,8706.895,2,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Bath & Linens,2.0,26724.14,13362.07,1,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Bulk Items,15.0,15517.24,1034.48,1,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Dresses & Skirts,3.0,21465.52,7155.173333333333,3,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Home Textiles,2.0,25862.07,12931.035,2,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Kids Wear,23.0,213448.29,9000.003,10,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Miscellaneous,2.0,14655.17,7327.59,1,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Outerwear,7.0,50603.45,6752.876666666667,3,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Pants & Bottoms,21.0,164741.38,8442.88875,8,2022,1,2022-01,Friday,1
2022-01-07,913 -Kakamega WS,Shirts & Tops,17.0,156379.31,8860.154444444444,9,2022,1,2022-01,Friday,1
2022-01-07,99 Warehouse,Bags & Accessories,22.0,271978.46,12682.267142857143,7,2022,1,2022-01,Friday,1
2022-01-07,99 Warehouse,Bath & Linens,10.0,116831.88,11629.30875,8,2022,1,2022-01,Friday,1
2022-01-07,99 Warehouse,Bulk Items,13.0,133965.49,10079.740000000002,10,2022,1,2022-01,Friday,1
2022-01-07,99 Warehouse,Dresses & Skirts,36.0,254616.36,7199.099523809524,21,2022,1,2022-01,Friday,1
2022-01-07,99 Warehouse,Home Textiles,24.0,192681.04,8399.428333333333,12,2022,1,2022-01,Friday,1
