Year,Month,Shop,Product_Category,Qty,Amount,No.
2022.0,8.0,913 -Kakamega WS,Pants & Bottoms,140.0,1046293.12,93
2022.0,8.0,913 -Kakamega WS,Shirts & Tops,125.0,1027413.77,76
2022.0,8.0,913 -Kakamega WS,Sports Wear,5.0,38534.479999999996,5
2022.0,8.0,99 Warehouse,Bags & Accessories,88.0,814004.39,61
2022.0,8.0,99 Warehouse,Bath & Linens,79.0,1018027.52,68
2022.0,8.0,99 Warehouse,Bulk Items,455.0,876745.63,57
2022.0,8.0,99 Warehouse,Dresses & Skirts,104.0,737702.63,71
2022.0,8.0,99 Warehouse,Footwear,118.0,570689.66,4
2022.0,8.0,99 Warehouse,Home Textiles,151.0,1520357.82,106
2022.0,8.0,99 Warehouse,Kids Wear,560.0,5042228.57,196
2022.0,8.0,99 Warehouse,Leather Goods,41.0,268620.69,6
2022.0,8.0,99 Warehouse,Miscellaneous,303.0,2140724.18,65
2022.0,8.0,99 Warehouse,Mixed Clothing,49.0,436974.13,32
2022.0,8.0,99 Warehouse,Outerwear,378.0,2497465.42,130
2022.0,8.0,99 Warehouse,Pants & Bottoms,618.0,4910635.41,368
2022.0,8.0,99 Warehouse,Shirts & Tops,978.0,7973948.39,387
2022.0,8.0,99 Warehouse,Sports Wear,43.0,313306.04,34
2022.0,8.0,99 Warehouse,Work Wear,19.0,223426.72,13
2022.0,9.0,901 - Gikomba,Bags & Accessories,27.0,267586.22000000003,14
2022.0,9.0,901 - Gikomba,Bath & Linens,19.0,245000.0,12
2022.0,9.0,901 - Gikomba,Bulk Items,17.0,171982.75999999998,5
2022.0,9.0,901 - Gikomba,Dresses & Skirts,7.0,57241.380000000005,6
2022.0,9.0,901 - Gikomba,Home Textiles,25.0,228362.08000000002,20
2022.0,9.0,901 - Gikomba,Kids Wear,129.0,1111724.16,49
2022.0,9.0,901 - Gikomba,Leather Goods,2.0,13793.1,2
2022.0,9.0,901 - Gikomba,Miscellaneous,19.0,118965.51000000001,12
2022.0,9.0,901 - Gikomba,Mixed Clothing,14.0,130603.46,6
2022.0,9.0,901 - Gikomba,Outerwear,191.0,1316034.46,41
2022.0,9.0,901 - Gikomba,Pants & Bottoms,190.0,1372284.5,69
2022.0,9.0,901 - Gikomba,Shirts & Tops,276.0,1935603.45,76
2022.0,9.0,901 - Gikomba,Sports Wear,4.0,31034.48,2
2022.0,9.0,901 - Gikomba,Work Wear,3.0,36206.9,2
2022.0,9.0,904 - Kericho,Bags & Accessories,11.0,110172.4,10
2022.0,9.0,904 - Kericho,Bath & Linens,2.0,27413.8,2
2022.0,9.0,904 - Kericho,Bulk Items,8.0,60775.86,6
2022.0,9.0,904 - Kericho,Dresses & Skirts,16.0,116034.51000000001,16
2022.0,9.0,904 - Kericho,Footwear,23.0,101724.1,14
2022.0,9.0,904 - Kericho,Home Textiles,15.0,158793.1,15
2022.0,9.0,904 - Kericho,Kids Wear,187.0,1551724.22,85
2022.0,9.0,904 - Kericho,Miscellaneous,69.0,417758.63,50
2022.0,9.0,904 - Kericho,Mixed Clothing,33.0,156034.42,25
2022.0,9.0,904 - Kericho,Outerwear,79.0,562500.01,46
2022.0,9.0,904 - Kericho,Pants & Bottoms,142.0,1069827.56,91
2022.0,9.0,904 - Kericho,Shirts & Tops,138.0,1111120.68,87
2022.0,9.0,904 - Kericho,Sports Wear,3.0,23275.86,3
2022.0,9.0,904 - Kericho,Underwear & Basics,1.0,11637.93,1
2022.0,9.0,904 - Kericho,Work Wear,3.0,36637.93,2
2022.0,9.0,904.5 Meru WS,Bags & Accessories,18.0,168189.63,16
2022.0,9.0,904.5 Meru WS,Bath & Linens,16.0,202155.15,15
2022.0,9.0,904.5 Meru WS,Bulk Items,19.0,178448.28,8
2022.0,9.0,904.5 Meru WS,Dresses & Skirts,25.0,198232.76,18
2022.0,9.0,904.5 Meru WS,Footwear,21.0,93103.41,11
2022.0,9.0,904.5 Meru WS,Home Textiles,36.0,343232.78,34
2022.0,9.0,904.5 Meru WS,Kids Wear,172.0,1479913.87,112
2022.0,9.0,904.5 Meru WS,Miscellaneous,29.0,175431.04,22
2022.0,9.0,904.5 Meru WS,Mixed Clothing,54.0,271120.62,35
2022.0,9.0,904.5 Meru WS,Outerwear,161.0,1138534.54,72
2022.0,9.0,904.5 Meru WS,Pants & Bottoms,141.0,1150646.51,100
2022.0,9.0,904.5 Meru WS,Shirts & Tops,201.0,1571379.31,116
2022.0,9.0,904.5 Meru WS,Sports Wear,6.0,46551.72,5
2022.0,9.0,904.5 Meru WS,Work Wear,3.0,36206.9,2
2022.0,9.0,905 - Eldoret,Bags & Accessories,19.0,183879.3,10
2022.0,9.0,905 - Eldoret,Bath & Linens,8.0,92413.79,5
2022.0,9.0,905 - Eldoret,Bulk Items,10.0,116379.3,6
2022.0,9.0,905 - Eldoret,Dresses & Skirts,16.0,127844.84,14
2022.0,9.0,905 - Eldoret,Footwear,12.0,51724.130000000005,6
2022.0,9.0,905 - Eldoret,Home Textiles,22.0,272284.49,20
2022.0,9.0,905 - Eldoret,Kids Wear,209.0,1715431.03,66
2022.0,9.0,905 - Eldoret,Miscellaneous,77.0,497327.61,39
2022.0,9.0,905 - Eldoret,Mixed Clothing,60.0,283189.58,33
2022.0,9.0,905 - Eldoret,Outerwear,133.0,862568.91,57
2022.0,9.0,905 - Eldoret,Pants & Bottoms,152.0,1149224.2,76
2022.0,9.0,905 - Eldoret,Shirts & Tops,247.0,1917672.42,102
2022.0,9.0,905 - Eldoret,Sports Wear,3.0,23189.65,3
2022.0,9.0,905 - Eldoret,Underwear & Basics,5.0,37500.0,4
2022.0,9.0,905 - Eldoret,Work Wear,5.0,61206.9,4
2022.0,9.0,907-Kisumu WS,Bags & Accessories,16.0,146637.92,14
2022.0,9.0,907-Kisumu WS,Bath & Linens,13.0,166810.36,11
2022.0,9.0,907-Kisumu WS,Bulk Items,8.0,93103.44,6
2022.0,9.0,907-Kisumu WS,Dresses & Skirts,51.0,381982.77,37
2022.0,9.0,907-Kisumu WS,Footwear,13.0,58620.68,9
2022.0,9.0,907-Kisumu WS,Home Textiles,57.0,544827.65,43
2022.0,9.0,907-Kisumu WS,Kids Wear,238.0,1913189.6600000001,99
2022.0,9.0,907-Kisumu WS,Miscellaneous,124.0,771120.77,69
2022.0,9.0,907-Kisumu WS,Mixed Clothing,90.0,443534.43,33
2022.0,9.0,907-Kisumu WS,Outerwear,98.0,693275.85,47
2022.0,9.0,907-Kisumu WS,Pants & Bottoms,194.0,1522629.19,157
2022.0,9.0,907-Kisumu WS,Shirts & Tops,154.0,1153017.13,125
2022.0,9.0,907-Kisumu WS,Sports Wear,3.0,23275.86,3
2022.0,9.0,907-Kisumu WS,Underwear & Basics,5.0,36637.95,5
2022.0,9.0,907-Kisumu WS,Work Wear,5.0,62500.0,4
2022.0,9.0,913 -Kakamega WS,Bags & Accessories,9.0,103017.23,8
2022.0,9.0,913 -Kakamega WS,Bath & Linens,4.0,53448.28,4
2022.0,9.0,913 -Kakamega WS,Bulk Items,26.0,96120.68,8
2022.0,9.0,913 -Kakamega WS,Dresses & Skirts,23.0,228275.84,21
2022.0,9.0,913 -Kakamega WS,Footwear,9.0,42672.42,5
2022.0,9.0,913 -Kakamega WS,Home Textiles,17.0,167155.19,17
2022.0,9.0,913 -Kakamega WS,Kids Wear,191.0,1579224.07,85
2022.0,9.0,913 -Kakamega WS,Miscellaneous,59.0,386810.37,43
2022.0,9.0,913 -Kakamega WS,Mixed Clothing,40.0,204741.31,24
2022.0,9.0,913 -Kakamega WS,Outerwear,94.0,662758.59,51
2022.0,9.0,913 -Kakamega WS,Pants & Bottoms,117.0,877887.99,76
2022.0,9.0,913 -Kakamega WS,Shirts & Tops,122.0,971034.4,95
2022.0,9.0,913 -Kakamega WS,Sports Wear,5.0,38793.1,4
2022.0,9.0,913 -Kakamega WS,Work Wear,6.0,74137.93,3
2022.0,9.0,99 Warehouse,Bags & Accessories,49.0,508107.81,31
2022.0,9.0,99 Warehouse,Bath & Linens,76.0,948318.87,57
2022.0,9.0,99 Warehouse,Bulk Items,320.0,628339.68,27
2022.0,9.0,99 Warehouse,Dresses & Skirts,76.0,537435.41,56
2022.0,9.0,99 Warehouse,Footwear,336.0,2503448.28,4
2022.0,9.0,99 Warehouse,Home Textiles,96.0,985388.01,61
2022.0,9.0,99 Warehouse,Kids Wear,403.0,3703754.4,143
2022.0,9.0,99 Warehouse,Leather Goods,11.0,72068.97,1
2022.0,9.0,99 Warehouse,Miscellaneous,169.0,1176339.66,23
2022.0,9.0,99 Warehouse,Mixed Clothing,24.0,226594.82,18
2022.0,9.0,99 Warehouse,Outerwear,267.0,1780694.0,82
2022.0,9.0,99 Warehouse,Pants & Bottoms,444.0,3533620.81,222
2022.0,9.0,99 Warehouse,Shirts & Tops,594.0,4661668.06,203
2022.0,9.0,99 Warehouse,Sports Wear,36.0,265344.83999999997,23
2022.0,9.0,99 Warehouse,Underwear & Basics,4.0,38405.17,2
2022.0,9.0,99 Warehouse,Work Wear,46.0,536810.34,24
2022.0,10.0,901 - Gikomba,Bags & Accessories,20.0,183620.69,14
2022.0,10.0,901 - Gikomba,Bath & Linens,21.0,292327.6,18
2022.0,10.0,901 - Gikomba,Bulk Items,6.0,58620.69,3
2022.0,10.0,901 - Gikomba,Dresses & Skirts,21.0,167931.02,14
2022.0,10.0,901 - Gikomba,Footwear,2.0,21120.68,2
2022.0,10.0,901 - Gikomba,Home Textiles,25.0,205775.86,12
2022.0,10.0,901 - Gikomba,Kids Wear,81.0,775344.83,31
2022.0,10.0,901 - Gikomba,Miscellaneous,19.0,116551.72,8
2022.0,10.0,901 - Gikomba,Mixed Clothing,5.0,44827.590000000004,4
2022.0,10.0,901 - Gikomba,Outerwear,129.0,883879.31,27
2022.0,10.0,901 - Gikomba,Pants & Bottoms,171.0,1308577.64,73
2022.0,10.0,901 - Gikomba,Shirts & Tops,357.0,2618176.75,73
2022.0,10.0,901 - Gikomba,Sports Wear,4.0,31034.48,3
2022.0,10.0,901 - Gikomba,Work Wear,5.0,60344.83,3
2022.0,10.0,904 - Kericho,Bags & Accessories,15.0,145172.41,14
2022.0,10.0,904 - Kericho,Bath & Linens,7.0,92758.63,6
2022.0,10.0,904 - Kericho,Bulk Items,19.0,188793.09,11
2022.0,10.0,904 - Kericho,Dresses & Skirts,21.0,163879.34,19
2022.0,10.0,904 - Kericho,Footwear,18.0,76724.11,11
2022.0,10.0,904 - Kericho,Home Textiles,16.0,162500.03,16
2022.0,10.0,904 - Kericho,Kids Wear,154.0,1262413.8,60
2022.0,10.0,904 - Kericho,Miscellaneous,38.0,245258.62,21
2022.0,10.0,904 - Kericho,Mixed Clothing,32.0,176293.06,25
2022.0,10.0,904 - Kericho,Outerwear,128.0,868620.6900000001,56
2022.0,10.0,904 - Kericho,Pants & Bottoms,99.0,759741.33,65
2022.0,10.0,904 - Kericho,Shirts & Tops,147.0,1207327.59,82
2022.0,10.0,904 - Kericho,Sports Wear,1.0,7758.62,1
2022.0,10.0,904 - Kericho,Work Wear,4.0,49568.97,3
2022.0,10.0,904.5 Meru WS,Bags & Accessories,21.0,191551.72,17
2022.0,10.0,904.5 Meru WS,Bath & Linens,14.0,175603.45,12
2022.0,10.0,904.5 Meru WS,Bulk Items,9.0,76724.14,2
2022.0,10.0,904.5 Meru WS,Dresses & Skirts,23.0,165862.09,15
2022.0,10.0,904.5 Meru WS,Footwear,4.0,17241.36,4
2022.0,10.0,904.5 Meru WS,Home Textiles,37.0,333620.71,33
2022.0,10.0,904.5 Meru WS,Kids Wear,102.0,865344.87,60
2022.0,10.0,904.5 Meru WS,Miscellaneous,33.0,198879.31,24
2022.0,10.0,904.5 Meru WS,Mixed Clothing,23.0,142241.34,19
2022.0,10.0,904.5 Meru WS,Outerwear,177.0,1230603.53,88
2022.0,10.0,904.5 Meru WS,Pants & Bottoms,145.0,1171939.68,92
2022.0,10.0,904.5 Meru WS,Shirts & Tops,150.0,1172068.99,93
2022.0,10.0,904.5 Meru WS,Work Wear,5.0,60344.83,2
2022.0,10.0,905 - Eldoret,Bags & Accessories,15.0,147068.97,12
2022.0,10.0,905 - Eldoret,Bath & Linens,8.0,102068.95,6
2022.0,10.0,905 - Eldoret,Bulk Items,36.0,112499.98999999999,7
2022.0,10.0,905 - Eldoret,Dresses & Skirts,19.0,151896.54,13
2022.0,10.0,905 - Eldoret,Footwear,56.0,268534.46,17
2022.0,10.0,905 - Eldoret,Home Textiles,52.0,743017.24,34
2022.0,10.0,905 - Eldoret,Kids Wear,177.0,1411982.78,54
2022.0,10.0,905 - Eldoret,Miscellaneous,85.0,540775.91,40
2022.0,10.0,905 - Eldoret,Mixed Clothing,82.0,396982.72000000003,37
2022.0,10.0,905 - Eldoret,Outerwear,201.0,1370034.45,64
2022.0,10.0,905 - Eldoret,Pants & Bottoms,140.0,1030431.05,63
2022.0,10.0,905 - Eldoret,Shirts & Tops,232.0,1848275.9,110
2022.0,10.0,905 - Eldoret,Sports Wear,1.0,7758.62,1
2022.0,10.0,905 - Eldoret,Underwear & Basics,4.0,30603.45,4
2022.0,10.0,905 - Eldoret,Work Wear,1.0,12068.97,1
2022.0,10.0,907-Kisumu WS,Bags & Accessories,17.0,162672.4,12
2022.0,10.0,907-Kisumu WS,Bath & Linens,20.0,266034.49,16
2022.0,10.0,907-Kisumu WS,Bulk Items,42.0,197844.82,17
2022.0,10.0,907-Kisumu WS,Dresses & Skirts,50.0,382155.19,41
2022.0,10.0,907-Kisumu WS,Footwear,14.0,64224.130000000005,12
2022.0,10.0,907-Kisumu WS,Home Textiles,56.0,585172.47,41
2022.0,10.0,907-Kisumu WS,Kids Wear,184.0,1496034.48,86
2022.0,10.0,907-Kisumu WS,Leather Goods,1.0,6724.14,1
2022.0,10.0,907-Kisumu WS,Miscellaneous,80.0,487758.7,46
2022.0,10.0,907-Kisumu WS,Mixed Clothing,68.0,337499.92,40
2022.0,10.0,907-Kisumu WS,Outerwear,129.0,899051.7100000001,48
2022.0,10.0,907-Kisumu WS,Pants & Bottoms,138.0,1084482.7,99
2022.0,10.0,907-Kisumu WS,Shirts & Tops,150.0,1173448.28,91
2022.0,10.0,907-Kisumu WS,Sports Wear,1.0,7758.62,1
2022.0,10.0,907-Kisumu WS,Underwear & Basics,2.0,14655.18,2
2022.0,10.0,907-Kisumu WS,Work Wear,4.0,49568.97,4
2022.0,10.0,913 -Kakamega WS,Bags & Accessories,15.0,139655.18,13
2022.0,10.0,913 -Kakamega WS,Bath & Linens,9.0,118620.69,8
2022.0,10.0,913 -Kakamega WS,Bulk Items,30.0,187500.02000000002,7
2022.0,10.0,913 -Kakamega WS,Dresses & Skirts,26.0,245862.03,22
2022.0,10.0,913 -Kakamega WS,Footwear,4.0,18534.480000000003,3
2022.0,10.0,913 -Kakamega WS,Home Textiles,25.0,276982.79,23
2022.0,10.0,913 -Kakamega WS,Kids Wear,172.0,1410861.99,75
2022.0,10.0,913 -Kakamega WS,Miscellaneous,45.0,303275.89,31
2022.0,10.0,913 -Kakamega WS,Mixed Clothing,14.0,93965.51,8
2022.0,10.0,913 -Kakamega WS,Outerwear,124.0,856724.12,51
2022.0,10.0,913 -Kakamega WS,Pants & Bottoms,81.0,633060.36,60
2022.0,10.0,913 -Kakamega WS,Shirts & Tops,118.0,975172.46,73
2022.0,10.0,913 -Kakamega WS,Sports Wear,1.0,7758.62,1
2022.0,10.0,913 -Kakamega WS,Underwear & Basics,1.0,7758.62,1
2022.0,10.0,913 -Kakamega WS,Work Wear,2.0,24568.97,2
2022.0,10.0,99 Warehouse,Bags & Accessories,43.0,404933.64999999997,29
2022.0,10.0,99 Warehouse,Bath & Linens,77.0,978995.58,59
2022.0,10.0,99 Warehouse,Bulk Items,353.0,444310.34,28
2022.0,10.0,99 Warehouse,Dresses & Skirts,44.0,296724.16,33
2022.0,10.0,99 Warehouse,Footwear,220.0,1413793.09,6
2022.0,10.0,99 Warehouse,Home Textiles,112.0,1143437.96,55
2022.0,10.0,99 Warehouse,Kids Wear,360.0,3355698.28,156
2022.0,10.0,99 Warehouse,Leather Goods,76.0,452431.04,5
2022.0,10.0,99 Warehouse,Miscellaneous,186.0,1276185.3800000001,27
2022.0,10.0,99 Warehouse,Mixed Clothing,56.0,502327.58999999997,30
2022.0,10.0,99 Warehouse,Outerwear,212.0,1400107.79,63
2022.0,10.0,99 Warehouse,Pants & Bottoms,407.0,3244815.62,200
2022.0,10.0,99 Warehouse,Shirts & Tops,586.0,4952025.88,210
2022.0,10.0,99 Warehouse,Sports Wear,27.0,200892.25,18
2022.0,10.0,99 Warehouse,Underwear & Basics,3.0,20646.56,3
2022.0,10.0,99 Warehouse,Work Wear,29.0,335172.42,18
2022.0,11.0,901 - Gikomba,Bags & Accessories,37.0,394655.17,16
2022.0,11.0,901 - Gikomba,Bath & Linens,13.0,179655.18,10
2022.0,11.0,901 - Gikomba,Bulk Items,5.0,43965.520000000004,3
2022.0,11.0,901 - Gikomba,Dresses & Skirts,36.0,278620.71,19
2022.0,11.0,901 - Gikomba,Home Textiles,36.0,356120.7,20
2022.0,11.0,901 - Gikomba,Kids Wear,108.0,991896.59,38
2022.0,11.0,901 - Gikomba,Leather Goods,2.0,13448.28,1
2022.0,11.0,901 - Gikomba,Miscellaneous,20.0,143965.52,7
2022.0,11.0,901 - Gikomba,Mixed Clothing,24.0,213793.1,8
2022.0,11.0,901 - Gikomba,Outerwear,296.0,1898620.67,56
2022.0,11.0,901 - Gikomba,Pants & Bottoms,191.0,1521896.64,82
2022.0,11.0,901 - Gikomba,Shirts & Tops,469.0,3441293.13,94
2022.0,11.0,901 - Gikomba,Sports Wear,3.0,22586.21,3
2022.0,11.0,901 - Gikomba,Work Wear,6.0,70689.66,4
2022.0,11.0,904 - Kericho,Bags & Accessories,16.0,147672.43,15
2022.0,11.0,904 - Kericho,Bath & Linens,5.0,68534.49,4
2022.0,11.0,904 - Kericho,Bulk Items,19.0,90344.82,10
2022.0,11.0,904 - Kericho,Dresses & Skirts,13.0,97844.8,13
2022.0,11.0,904 - Kericho,Footwear,10.0,43103.42,6
2022.0,11.0,904 - Kericho,Home Textiles,15.0,184094.84,12
2022.0,11.0,904 - Kericho,Kids Wear,146.0,1255775.87,72
2022.0,11.0,904 - Kericho,Miscellaneous,72.0,474569.01999999996,43
2022.0,11.0,904 - Kericho,Mixed Clothing,43.0,227586.15,29
2022.0,11.0,904 - Kericho,Outerwear,111.0,748017.1900000001,52
2022.0,11.0,904 - Kericho,Pants & Bottoms,130.0,976206.9,71
2022.0,11.0,904 - Kericho,Shirts & Tops,164.0,1281206.93,89
2022.0,11.0,904 - Kericho,Sports Wear,3.0,23017.239999999998,3
2022.0,11.0,904 - Kericho,Underwear & Basics,3.0,22413.79,2
2022.0,11.0,904 - Kericho,Work Wear,3.0,35775.86,2
2022.0,11.0,904.5 Meru WS,Bags & Accessories,16.0,138965.51,14
2022.0,11.0,904.5 Meru WS,Bath & Linens,16.0,213965.5,14
2022.0,11.0,904.5 Meru WS,Bulk Items,19.0,40517.25,6
2022.0,11.0,904.5 Meru WS,Dresses & Skirts,21.0,143534.47,16
2022.0,11.0,904.5 Meru WS,Footwear,3.0,12931.02,3
2022.0,11.0,904.5 Meru WS,Home Textiles,50.0,410258.64,38
2022.0,11.0,904.5 Meru WS,Kids Wear,145.0,1291551.75,87
2022.0,11.0,904.5 Meru WS,Miscellaneous,48.0,304741.38,36
2022.0,11.0,904.5 Meru WS,Mixed Clothing,25.0,148275.81,20
2022.0,11.0,904.5 Meru WS,Outerwear,242.0,1648017.29,97
2022.0,11.0,904.5 Meru WS,Pants & Bottoms,175.0,1395474.15,117
2022.0,11.0,904.5 Meru WS,Shirts & Tops,233.0,1826379.31,147
2022.0,11.0,904.5 Meru WS,Sports Wear,3.0,22844.83,3
2022.0,11.0,904.5 Meru WS,Work Wear,7.0,83189.65,4
2022.0,11.0,905 - Eldoret,Bags & Accessories,28.0,276293.08,15
2022.0,11.0,905 - Eldoret,Bath & Linens,9.0,117163.79,9
2022.0,11.0,905 - Eldoret,Bulk Items,53.0,133189.65,6
2022.0,11.0,905 - Eldoret,Dresses & Skirts,21.0,169568.99,19
2022.0,11.0,905 - Eldoret,Footwear,9.0,40948.26,8
2022.0,11.0,905 - Eldoret,Home Textiles,30.0,436336.22,21
2022.0,11.0,905 - Eldoret,Kids Wear,167.0,1458017.23,86
2022.0,11.0,905 - Eldoret,Miscellaneous,118.0,748793.12,46
2022.0,11.0,905 - Eldoret,Mixed Clothing,90.0,403879.27,30
2022.0,11.0,905 - Eldoret,Outerwear,179.0,1188965.56,56
2022.0,11.0,905 - Eldoret,Pants & Bottoms,150.0,1106422.42,88
2022.0,11.0,905 - Eldoret,Shirts & Tops,310.0,2410301.79,124
2022.0,11.0,905 - Eldoret,Sports Wear,3.0,23017.239999999998,3
2022.0,11.0,905 - Eldoret,Underwear & Basics,7.0,54310.34,5
2022.0,11.0,905 - Eldoret,Work Wear,5.0,59482.76,2
2022.0,11.0,907-Kisumu WS,Bags & Accessories,25.0,229482.75,20
2022.0,11.0,907-Kisumu WS,Bath & Linens,10.0,138017.25,8
2022.0,11.0,907-Kisumu WS,Bulk Items,55.0,143534.47,11
2022.0,11.0,907-Kisumu WS,Dresses & Skirts,27.0,205344.83000000002,26
2022.0,11.0,907-Kisumu WS,Footwear,14.0,64655.16,10
2022.0,11.0,907-Kisumu WS,Home Textiles,52.0,523319.01,36
2022.0,11.0,907-Kisumu WS,Kids Wear,186.0,1579396.58,112
2022.0,11.0,907-Kisumu WS,Miscellaneous,102.0,646206.91,69
2022.0,11.0,907-Kisumu WS,Mixed Clothing,62.0,306034.37,36
2022.0,11.0,907-Kisumu WS,Outerwear,138.0,912758.64,62
2022.0,11.0,907-Kisumu WS,Pants & Bottoms,162.0,1270215.47,124
2022.0,11.0,907-Kisumu WS,Shirts & Tops,137.0,1046034.51,101
2022.0,11.0,907-Kisumu WS,Sports Wear,3.0,23017.239999999998,3
2022.0,11.0,907-Kisumu WS,Underwear & Basics,8.0,59051.75,8
2022.0,11.0,907-Kisumu WS,Work Wear,7.0,84051.72,4
2022.0,11.0,913 -Kakamega WS,Bags & Accessories,14.0,130948.27,11
2022.0,11.0,913 -Kakamega WS,Bath & Linens,3.0,39568.96,3
2022.0,11.0,913 -Kakamega WS,Bulk Items,75.0,139137.91,12
2022.0,11.0,913 -Kakamega WS,Dresses & Skirts,23.0,206982.73,22
2022.0,11.0,913 -Kakamega WS,Footwear,1.0,4741.38,1
2022.0,11.0,913 -Kakamega WS,Home Textiles,12.0,131034.5,11
2022.0,11.0,913 -Kakamega WS,Kids Wear,168.0,1408275.83,77
2022.0,11.0,913 -Kakamega WS,Miscellaneous,78.0,518017.24,44
2022.0,11.0,913 -Kakamega WS,Mixed Clothing,32.0,163793.06,18
2022.0,11.0,913 -Kakamega WS,Outerwear,105.0,722068.98,56
2022.0,11.0,913 -Kakamega WS,Pants & Bottoms,99.0,781724.16,76
2022.0,11.0,913 -Kakamega WS,Shirts & Tops,120.0,978017.22,87
2022.0,11.0,913 -Kakamega WS,Sports Wear,2.0,15258.619999999999,2
2022.0,11.0,913 -Kakamega WS,Work Wear,6.0,70689.65,3
2022.0,11.0,99 Warehouse,Bags & Accessories,105.0,964693.95,56
2022.0,11.0,99 Warehouse,Bath & Linens,91.0,1145206.81,57
2022.0,11.0,99 Warehouse,Bulk Items,380.0,493275.87,26
2022.0,11.0,99 Warehouse,Dresses & Skirts,117.0,866741.42,75
2022.0,11.0,99 Warehouse,Home Textiles,121.0,1300780.11,55
2022.0,11.0,99 Warehouse,Kids Wear,529.0,4743125.08,180
2022.0,11.0,99 Warehouse,Leather Goods,36.0,235862.07,2
2022.0,11.0,99 Warehouse,Miscellaneous,221.0,1446323.33,31
2022.0,11.0,99 Warehouse,Mixed Clothing,80.0,691271.56,33
2022.0,11.0,99 Warehouse,Outerwear,357.0,2290922.4699999997,84
2022.0,11.0,99 Warehouse,Pants & Bottoms,604.0,4745209.75,309
2022.0,11.0,99 Warehouse,Shirts & Tops,854.0,6875202.54,299
2022.0,11.0,99 Warehouse,Sports Wear,39.0,284589.66,31
2022.0,11.0,99 Warehouse,Underwear & Basics,2.0,13793.1,2
2022.0,11.0,99 Warehouse,Work Wear,25.0,295409.48,13
2022.0,12.0,901 - Gikomba,Bags & Accessories,23.0,275775.86,11
2022.0,12.0,901 - Gikomba,Bath & Linens,39.0,540948.25,21
2022.0,12.0,901 - Gikomba,Bulk Items,5.0,56034.48,3
2022.0,12.0,901 - Gikomba,Dresses & Skirts,22.0,162155.16,15
2022.0,12.0,901 - Gikomba,Home Textiles,43.0,557758.62,21
2022.0,12.0,901 - Gikomba,Kids Wear,124.0,1065517.26,33
2022.0,12.0,901 - Gikomba,Leather Goods,5.0,34482.76,2
2022.0,12.0,901 - Gikomba,Miscellaneous,9.0,76293.1,5
2022.0,12.0,901 - Gikomba,Mixed Clothing,25.0,214655.17,5
2022.0,12.0,901 - Gikomba,Outerwear,203.0,1231982.75,26
2022.0,12.0,901 - Gikomba,Pants & Bottoms,176.0,1255689.68,66
2022.0,12.0,901 - Gikomba,Shirts & Tops,375.0,2572931.09,82
2022.0,12.0,901 - Gikomba,Sports Wear,3.0,23275.86,3
2022.0,12.0,901 - Gikomba,Work Wear,4.0,48706.909999999996,4
2022.0,12.0,904 - Kericho,Bags & Accessories,12.0,103275.85,11
2022.0,12.0,904 - Kericho,Bath & Linens,7.0,92844.83,6
2022.0,12.0,904 - Kericho,Bulk Items,5.0,14913.8,3
2022.0,12.0,904 - Kericho,Dresses & Skirts,21.0,146637.91,17
2022.0,12.0,904 - Kericho,Footwear,16.0,69396.54000000001,7
2022.0,12.0,904 - Kericho,Home Textiles,21.0,247068.96,18
2022.0,12.0,904 - Kericho,Kids Wear,201.0,1598965.52,59
2022.0,12.0,904 - Kericho,Miscellaneous,57.0,354137.95,30
2022.0,12.0,904 - Kericho,Mixed Clothing,31.0,138793.06,17
2022.0,12.0,904 - Kericho,Outerwear,90.0,596724.09,54
2022.0,12.0,904 - Kericho,Pants & Bottoms,122.0,946465.54,63
2022.0,12.0,904 - Kericho,Shirts & Tops,166.0,1245948.26,97
2022.0,12.0,904 - Kericho,Sports Wear,5.0,38793.1,4
2022.0,12.0,904 - Kericho,Underwear & Basics,4.0,30172.41,3
2022.0,12.0,904 - Kericho,Work Wear,2.0,24568.97,2
2022.0,12.0,904.5 Meru WS,Bags & Accessories,19.0,191034.46,13
2022.0,12.0,904.5 Meru WS,Bath & Linens,22.0,279827.55,18
2022.0,12.0,904.5 Meru WS,Bulk Items,33.0,89310.34,11
2022.0,12.0,904.5 Meru WS,Dresses & Skirts,27.0,194224.13,18
2022.0,12.0,904.5 Meru WS,Footwear,17.0,74568.95,7
2022.0,12.0,904.5 Meru WS,Home Textiles,29.0,338146.55,17
2022.0,12.0,904.5 Meru WS,Kids Wear,131.0,1110689.71,82
2022.0,12.0,904.5 Meru WS,Miscellaneous,46.0,269267.24,30
2022.0,12.0,904.5 Meru WS,Mixed Clothing,27.0,140517.17,25
2022.0,12.0,904.5 Meru WS,Outerwear,135.0,939655.23,70
2022.0,12.0,904.5 Meru WS,Pants & Bottoms,164.0,1320603.48,103
2022.0,12.0,904.5 Meru WS,Shirts & Tops,204.0,1572715.49,119
2022.0,12.0,904.5 Meru WS,Sports Wear,4.0,30431.04,4
2022.0,12.0,904.5 Meru WS,Underwear & Basics,1.0,7758.62,1
2022.0,12.0,904.5 Meru WS,Work Wear,4.0,48706.9,2
2022.0,12.0,905 - Eldoret,Bags & Accessories,14.0,150862.05,7
2022.0,12.0,905 - Eldoret,Bath & Linens,19.0,260172.41,12
